机构名称,机构地址,区县,机构电话,基本医保点,医保编码,新农合定点,邮政编码,
镇国寺社区卫生服务站,北京市丰台区马家堡街道镇国寺北街四号院二号楼底商601室,丰台区,87588370,是,06162076,否,100068,
花乡新发地村社区卫生服务站,北京市丰台区花乡新发地村1,丰台区,83722992,否,,是,100160,
卢沟桥西局村社区卫生服务站,西局玉园北区5号楼,丰台区,63837715,否,,是,100161,
西罗园社区卫生服务中心,北京市丰台区西罗园一区26号楼,丰台区,67219781,是,06110072,否,100077,
卢沟桥乡张仪村社区卫生服务站,北京市丰台区卢沟桥乡张仪村87号,丰台区,68637382,是,06162152,是,100071,
花乡社区卫生服务中心,丰台区花乡纪家庙168号,丰台区,63726782,是,06110012,是,100070,
东铁营街道南方庄社区卫生服务站,南方庄2号院世纪星小区5号楼110,209,210,丰台区,67624433,是,06162063,否,100079,
成寿寺四方景园社区卫生服务站,成寿寺四方景园五区2号楼,丰台区,87647629,是,06140001,否,100164,
城外诚社区卫生服务站,丰台区永外苇子坑2号,丰台区,87673259,是,06162052,否,100079,
卢沟桥三路居村社区卫生服务站,卢沟桥乡三路居村社区卫生服务站,丰台区,63258518,否,,是,100073,
青塔第二社区卫生服务站,北京市丰台区青塔小区芳园9号楼,丰台区,68674521,是,06162020,是,100141,
长辛店镇赵辛店村社区卫生服务站,北京市丰台区长辛店镇赵辛店村,丰台区,010-83882156,是,06162170,是,100072,
洋桥北里社区卫生服务站,北京市丰台区洋桥北里小区11号楼东侧,丰台区,67230149,是,06162027,否,100077,
南苑分中寺村社区卫生服务站,北京市丰台区分中寺甲3号,丰台区,87696919,否,,是,100164,
卢沟桥社区卫生服务中心,卢沟桥晓月苑清音街1号,丰台区,83216921,是,06110014,是,100165,
王佐镇社区卫生服务中心,北京市丰台区王佐镇西王佐356号,丰台区,83316357,是,06120001,是,100074,
洋桥西里社区卫生服务站,北京市丰台区洋桥西里29号楼前商用房,丰台区,67227407,是,06162056,否,100077,
马家堡社区卫生服务中心,北京市丰台区马家堡嘉园二里14号,丰台区,67534558,是,06152001,是,100067,
三路居社区卫生服务站,丰台区凤凰嘴甲6号,丰台区,63319352,否,,否,100073,
丰西社区卫生服务站,丰台区丰西北里电力机宿舍内,丰台区,83601768,是,06162005,否,100070,
花乡纪家庙村社区卫生服务站,北京市丰台区花乡纪家庙村,丰台区,83687685,否,,是,100070,
角门社区卫生服务站,北京市丰台区西马厂路6号院1号楼3单元商业5,丰台区,010-67567448,是,06131001,否,100068,
铁营社区卫生服务中心,北京市丰台区横一条甲18号院3号楼,丰台区,67688332,是,06110095,是,100079,
马家堡街道角门东里社区卫生服务站,丰台区马家堡角门东里1号院,丰台区,67585469,是,06162067,否,100068,
丰台区新村街道明春苑社区卫生服务
站,丰台区羊坊村明春苑小区6号楼,丰台区,83700972,是,06162014,否,100070,
丰台区和义街道和义西里社区卫生服务
站,大红门南路58号,丰台区,67979210,是,06162033,否,100067,
北京市丰台区大红门街道集美社区卫生服务
站,北京市丰台区西马场甲14号,丰台区,010-87888333,是,06162120,否,100068,
和义东里社区卫生服务站,北京市丰台区和义东里二区6号,丰台区,67953209,是,06162013,否,100076,
瑞丽江畔社区卫生服务站,丰台区马家堡西路28号院8号楼,丰台区,010-67581911,是,06162156,否,100068,
东高地街道西洼地社区卫生服务站,北京市丰台区南苑东路5号,丰台区,68380521,是,06162062,否,100076,
望园社区卫生服务站,西四环南路52号,丰台区,63811443,是,06162044,是,100161,
丰台社区卫生服务中心,北京市丰台区大成南里二区3号楼/丰台镇兴隆中街6号,丰台区,63820716,是,06151002,是,100141,
丰台区新村街道银地社区卫生服务站,丰台区银地家园26号楼1层,丰台区,83724992,是,06162047,否,100070,
西罗园社区卫生服务站,丰台区西罗园三区中心花园西北角,丰台区,87298827,是,06162055,否,100077,
玉皇庄社区卫生服务站,丰台区长辛店东南街134号,丰台区,83876586,是,06162023,是,100072,
京温社区卫生服务站,北京市丰台区海户屯165号,丰台区,01087208225,是,06162054,否,100068,
卢沟桥卢沟桥村社区卫生服务站,北京市丰台区卢沟桥村晓月中路6号,丰台区,83891637,否,,是,100165,
珠光御景嘉园社区卫生服务站,北京市丰台区长云路2号院珠光御景嘉园10号楼02、03铺,丰台区,83862596,是,06162024,是,100072,
长辛店镇张郭庄村社区卫生服务站,北京市丰台区长辛店乡张郭庄村43号,丰台区,83882972,否,,是,100072,
新村社区卫生服务站,丰台区葛村西里1号,丰台区,63717603,是,06162092,否,100070,
丰台区马家堡街道城南嘉园社区卫生服务
站,北京市丰台区角门19号院1号楼一层,丰台区,010-87598360,否,06162155,否,100068,
北京市丰台区卢沟桥街道靛厂新区社区卫生服务
站,丰台区靛厂路26号12号楼底商,丰台区,88178807,否,06162136,是,100039,
北京市丰台区卢沟桥街道莲花池西里社区卫生服务
站,北京市丰台区莲花池西里6号院17号楼1层南侧,丰台区,639561864,否,,否,100161,
北京市丰台区卢沟桥街道丰体时代社区卫生服务
站,北京市丰台区丰体南路一号院11栋1层106,丰台区,63875902,否,,否,100166,
大红门社区卫生服务中心,北京市丰台区大红门东后街156号,丰台区,87288041,是,06110015,是,100075,
世华水岸社区卫生服务站,丰台区光彩路72号院院外2号楼,丰台区,67248331,是,06162032,是,100079,
海慧寺社区卫生服务站,北京市丰台区海慧寺1号南院,丰台区,01067263602,是,06162053,否,100075,
北京市丰台区丰台街道南开西里社区卫生服务
站,,丰台区,83688532,否,,否,100070,
西罗园南里社区卫生服务站,丰台区西罗园南里华远小区38-103、104,丰台区,87263968,是,06162022,否,100068,
卢沟桥靛厂村社区卫生服务站,北京市丰台区卢沟桥乡靛厂锦园小区3号楼,丰台区,88247059,是,06162141,是,100039,
卢沟桥岳各庄村社区卫生服务站,北京市丰台区西四环中路112号3&mdash;1号楼底商,丰台区,010-63856919,是,06162151,是,100161,
南苑社区卫生服务中心,北京市丰台区和义东里二区6号,丰台区,67966719,是,06110097,否,100076,
海上海社区卫生服务站,,丰台区,11111111,否,,否,122121,
万源路社区卫生服务站,丰台区万源东里63栋北侧,丰台区,68384465,是,06162008,是,100076,
芳城东里社区卫生服务站,丰台区左安门外紫芳园二区5号楼3单元103号,丰台区,87643474,是,06162040,是,100078,
东庄社区卫生服务站,北京市丰台区右安门外东庄七号楼平房,丰台区,83109908,是,06162068,否,100069,
芳群园社区卫生服务站,丰台区方庄芳群园一区13号楼甲,丰台区,010-67639511,是,06162041,是,100078,
芳城园社区卫生服务站,丰台区方庄芳城园一区2号楼一层,丰台区,010-67601064,是,06162039,否,100078,
大红门街道南顶路社区卫生服务站,北京市丰台区南顶路23号,丰台区,67233561,是,06140002,否,100075,
芳星园社区卫生服务站（中医）,丰台区芳星园二区十九号楼106号,丰台区,010-67607512,是,06162037,是,100078,
西马小区社区卫生服务站,丰台区西马金润家园小区,丰台区,87591791,是,06162021,否,100068,
珠江骏景社区卫生服务站,丰台区珠江骏景北区5号楼101-102,丰台区,87806191,是,06162075,否,100075,
二七南社区卫生服务中心,北京市丰台区长辛店崔村二里18号,丰台区,83306531,是,06161003,是,100072,
王佐镇南宫社区卫生服务站,丰台区王佐镇南宫社区10号楼对面,丰台区,83311172,是,06162058,是,100074,
王佐镇庄户村社区卫生服务站,丰台区王佐镇贺照云村,丰台区,83398828,否,,是,100074,
长辛店镇太子峪村社区卫生服务站,北京市丰台区长辛店太子峪路6号,丰台区,83865161,是,06162168,是,100072,
杜家坎社区卫生服务站,北京市丰台区长辛店玉皇庄教师楼附属平房,丰台区,83884781,是,06162061,是,100072,
王佐镇魏各庄村社区卫生服务站,北京市丰台区王佐镇鑫湖家园35号楼,丰台区,83313627,是,06162164,是,100074,
