机构名称,机构地址,区县,机构电话,基本医保点,医保编码,新农合定点,邮政编码,
北京市平谷区金谷园社区卫生服务站,平谷区金谷园7-1-1,平谷区,69986020,是,26162020,是,101200,
北京市平谷区林荫家园社区卫生服务站,林荫南街9-36,平谷区,69985689,是,26162024,是,101200,
北京市平谷区宏思达社区卫生服务站,北京市平谷区金乡西小区45楼7单元1号,平谷区,89996247,是,26162004,是,101200,
北京市平谷区乐园西小区社区卫生服务站,北京市平谷区乐园西小区20-1-1,平谷区,51325215,是,21262003,是,101200,
北京市平谷区金乡社区卫生服务站,北京市平谷区金乡小区三层底商楼8号,平谷区,51325118,是,26162001,是,101200,
北京市平谷区大兴庄镇管家庄社区卫生服务站,平谷区大兴庄镇管家庄村,平谷区,89931309,否,,是,101205,
北京市平谷区王辛庄社区卫生服务中心,平谷区王辛庄镇乐园路31号,平谷区,61921482,是,26120017,是,101209,
北京市平谷区金海湖社区卫生服务中心,北京市平谷区金海湖镇滑子村,平谷区,69994772,是,26120007,是,101201,
北京市平谷区马昌营社区卫生服务中心,北京市平谷区马昌营镇马昌营村北,平谷区,61982797,是,26120005,是,101214,
北京市平谷区马昌营镇圪塔头社区卫生服务站,北京市平谷区马昌营镇圪塔头村委会院内,平谷区,000000000,否,,是,101214,
北京市平谷区熊尔寨社区卫生服务中心,北京市平谷区熊耳寨乡熊东路34号,平谷区,61961882,是,26120013,是,101207,
北京市平谷区夏各庄社区卫生服务中心,夏各庄镇夏各庄村西,平谷区,60911618,是,26120008,是,101213,
北京市平谷区黄松峪社区卫生服务中心,北京市平谷区黄松峪乡黄松峪村东大街384号,平谷区,60972859,是,110226000254,是,101201,
北京市平谷区滨河街道社区卫生服务中心,林荫南街6号,平谷区,69961913,是,26110018,是,101200,
北京市平谷区兴谷街道社区卫生服务中心,王辛庄镇校园路3号,平谷区,89983646,是,26110019,是,101200,
北京市平谷区大兴庄社区卫生服务中心,北京市平谷区大兴庄镇大兴庄村东路270号,平谷区,89931395,是,26120010,是,101205,
北京市平谷区山东庄社区卫生服务中心,北京市平谷区山东庄镇府前路7号,平谷区,60937614,是,26120014,是,101211,
北京市平谷区镇罗营社区卫生服务中心,北京市平谷区镇罗营镇上营村西158号,平谷区,61969034,是,26120011,是,101215,
北京市平谷区南独乐河社区卫生服务中心,北京市平谷区南独乐河镇粮管所路169号,平谷区,60927224,是,26120009,是,101200,
北京市平谷区东高村社区卫生服务中心,北京市平谷区东高村镇兴业路32号,平谷区,69908547,是,26120002,是,101200,
北京市平谷区东高村镇前台头社区卫生服务站,平谷区东高村镇前台头村委会院内,平谷区,69902383,否,,是,101200,
北京市平谷区大华山镇后北宫村社区卫生服务站,北京市平谷区大华山镇后北宫村,平谷区,61391761,否,,是,101207,
北京市平谷区山东庄镇东洼社区卫生服务站,北京市平谷区山东庄镇东洼村,平谷区,60937614,否,,是,101211,
北京市平谷区峪口社区卫生服务中心,北京市平谷区峪口镇峪新大街1号,平谷区,61904757,是,26120003,是,101206,
北京市平谷区大华山社区卫生服务中心,北京市平谷区大华山镇大华山村村西257号,平谷区,61947273,是,26120004,是,101207,
北京市平谷区东高村镇曹家庄社区卫生服务站,平谷区东高村镇曹家庄,平谷区,89922606,否,,是,101200,
北京市平谷区东高村镇南念头社区卫生服务站,平谷区东高村镇南埝头村中路24号,平谷区,69917958,否,,是,101200,
北京市平谷区王辛庄镇杨家会社区卫生服务站,平谷区王辛庄镇杨家会中路86号,平谷区,15911064431,否,,是,101209,
北京市平谷区王辛庄镇太后社区卫生服务站,王辛庄镇太后,平谷区,000000000,否,,是,101202,
北京市平谷区北小区社区卫生服务站,平谷区北小区6号,平谷区,000000000,是,26162025,是,101200,
北京市平谷区中罗庄社区卫生服务站,北京市平谷区平翔路18号兴谷老年公寓底商,平谷区,69958609,是,21262009,是,101200,
北京市平谷区东高村镇青杨屯社区卫生服务站,北京市平谷区东高村镇青杨屯村东路16号,平谷区,89921022,否,,是,101200,
北京市平谷区马昌营镇前芮营社区卫生服务站,北京市平谷区马昌营镇前芮营村南小街13号,平谷区,60901332,否,,是,101214,
北京市平谷区园田社区卫生服务站,北京市平谷区园田街144号,平谷区,52797075,是,26162022,是,101200,
北京市平谷区海关西园社区卫生服务站,北京市平谷区海关西园甲一号楼三单元一号,平谷区,51320110,是,26162021,是,101200,
北京市平谷区金海湖镇胡庄社区卫生服务站,北京市平谷区金海湖镇胡庄村,平谷区,60975405,否,,是,101201,
北京市平谷区金海湖镇洙水社区卫生服务站,平谷区金海湖镇洙水村,平谷区,60979364,否,,是,101201,
北京市平谷区夏各庄镇贤王庄社区卫生服务站,夏各庄镇贤王庄大街197号,平谷区,60912138,否,,是,101213,
北京市平谷区夏各庄镇陈太务社区卫生服务站,夏各庄镇陈太务村14号对面,平谷区,60918538,否,,是,101213,
北京市平谷区南独乐河镇北寨社区卫生服务站,北京市平谷区南独乐河镇北寨村人工湖北100米,平谷区,60966774,否,,是,101212,
北京市平谷区南独乐河镇刘家河社区卫生服务站,平谷区南独乐河镇刘家河村铸造厂南院,平谷区,60961076,否,,是,101212,
北京市平谷区马昌营镇王各庄社区卫生服务站,北京市平谷区马昌营镇王各庄东大寺大街,平谷区,60909796,否,,是,101214,
北京市平谷区峪口镇西樊各庄社区卫生服务站,北京市平谷区峪口镇西樊各庄村委会院内,平谷区,61900683,否,,是,101206,
北京市平谷区峪口镇峪口社区卫生服务站,北京市平谷区峪口镇峪口村峪商北街,平谷区,61905424,否,,是,101206,
北京市平谷区大华山镇小峪子村社区卫生服务站,北京市平谷区大华山镇小峪子村,平谷区,61949234,否,,是,101207,
小东沟社区卫生服务站,平谷区金海湖镇小东沟村,平谷区,60983055,否,,是,101202,
北京市平谷区大兴庄镇白各庄社区卫生服务站,平谷区大兴庄镇白各庄村,平谷区,89952078,否,,是,101205,
北京市平谷区大兴庄镇韩屯社区卫生服务站,平谷区大兴庄镇韩屯村,平谷区,60903800,否,,是,101205,
北京市平谷区镇罗营镇上镇社区卫生服务站,北京市平谷区镇罗营镇上镇村,平谷区,61967989,否,,是,101215,
北京市平谷区黄松峪乡雕窝社区卫生服务站,北京市平谷区黄松峪乡雕窝村,平谷区,60987659,否,,是,101201,
北京市平谷区平谷镇社区卫生服务中心,北京市平谷区平谷镇新平南路207号,平谷区,69961013,是,26120006,是,101200,
北京市平谷区山东庄镇鱼子山社区卫生服务站,北京市平谷区山东庄镇鱼子山村,平谷区,60937614,否,,是,101211,
北京市平谷区山东庄镇北屯社区卫生服务站,北京市平谷区山东庄镇北屯村,平谷区,60937614,否,,是,101209,
北京市平谷区夏各庄镇夏各庄社区卫生服务
站,,平谷区,,否,,否,,
杨家台社区站,,平谷区,,否,,否,,
北京市平谷区王辛庄镇翟各庄社区卫生服务
站,,平谷区,,否,,否,,
