机构名称,机构地址,区县,机构电话,基本医保点,医保编码,新农合定点,邮政编码,
东经路社区卫生服务站,西城区东经路104号,西城区,01063150181,是,04162024,否,100050,
西四北社区卫生服务站,北京市西城区西安门大街84号,西城区,66038550,是,02162012,否,100034,
德内社区卫生服务站,北京市西城区鼓楼西大街220号,西城区,64045876,是,02162010,否,100035,
宏汇园社区卫生服务站,北京市西城区宏汇园小区8号楼4单元102,西城区,66514254,是,02162019,否,100032,
槐柏树社区卫生服务站,北京市西城区槐柏树北里6号楼-1,西城区,63025213,是,04162014,否,100053,
三里河一区社区卫生服务站,北京市西城区三里河一区51栋,西城区,68575267,是,02162006,否,100045,
南沙沟社区卫生服务站,北京市三里河南沙沟小区内,西城区,68571437,是,02162003,否,100045,
北火扇社区卫生服务站,西城区北火扇胡同29号,西城区,83167905,是,04162010,否,100051,
广外大街社区卫生服务站,北京市西城区广外永居东里甲38号,西城区,63465976,是,04162017,否,100055,
白菜湾社区卫生服务站,北京市西城区广外南街甲47号,西城区,63479127,是,04162016,否,100055,
小红庙社区卫生服务站,北京市西城区广外小红庙南里11号楼前平房,西城区,63458895,是,04162020,否,100055,
三义里社区卫生服务站,北京市西城区广外三义里8号楼南侧,西城区,63462573,是,04162019,否,100055,
红莲社区卫生服务站,北京市西城区广外红莲北里10楼109室,西城区,63465245,是,04162018,否,100055,
新街口社区卫生服务中心,北京市西城区后半壁街19号,西城区,66250400,是,02110048,否,100035,
虎坊路社区卫生服务站,北京市西城区寿长街甲51号,西城区,01063151495,是,04162026,否,100050,
北京市西城区广安门外街道马连道社区卫生服务
站,北京市西城区中新佳园一区8号楼一层商业/办公用房,西城区,59561467,是,02162063,否,100055,
月坛社区卫生服务中心,北京市西城区复兴门外真武庙六里7号楼,西城区,68032035,是,02110046,否,100045,
鼓楼社区卫生服务站,西城区大石桥胡同6号,西城区,84048042,是,02162011,否,100009,
三里河二区社区卫生服务站,北京市西城区月坛街道三里河二区B住宅小区10号,西城区,68510647,是,02162005,否,100045,
教育社区卫生服务站,北京市西城区中京畿道8号,西城区,66012662,是,02162029,否,100032,
双秀社区卫生服务站,西城区马甸南村甲9号一层,西城区,82027883,是,02162039,否,100088,
社会路社区卫生服务站,北京市西城区月坛南街19号院4号楼,西城区,68050445,是,02162021,否,100045,
汽南社区卫生服务站,北京市西城区白云路西里28号楼旁,西城区,63443189,是,02162004,否,100045,
三塔社区卫生服务站,北京市西城区展览路甲18号,西城区,68322720,是,02162028,否,100037,
畅柳园社区卫生服务站,西城区南横东街南华里小区2号楼西门,西城区,83553039,是,04110030,否,100052,
复北社区卫生服务站,北京市西城区复兴门北大街甲7号楼,西城区,68054651,是,02162037,否,100045,
裕中西里社区卫生服务站,西城区裕中西里28号楼一层,西城区,62000906,是,02162052,否,100029,
砖塔社区卫生服务站,北京市西城区砖塔胡同丙56号,西城区,66188544,是,02162020,否,100034,
民康社区卫生服务站,北京市西城区石灯胡同6号,西城区,66061069,是,02162017,否,100031,
